"5","10","10","1670272033.073501"
"5","10","10","1670272033.1421688"
"5","10","10","1670272033.2048879"
"5","10","10","1670272033.2175045"
"5","10","10","1670272033.284966"
"5","10","10","1670272033.2959902"
"5","10","10","1670272033.3411667"
"5","10","10","1670272033.3835628"
"5","10","10","1670272033.4010756"
"6","10","10","1670272033.461182"
"6","10","10","1670272033.4687674"
"6","10","10","1670272033.546549"
"6","10","10","1670272033.5549407"
"7","10","10","1670272033.566134"
"7","10","10","1670272033.6250184"
"7","10","10","1670272033.6326551"
"7","10","10","1670272033.6437082"
"7","10","10","1670272033.693678"
"5","10","10","1670272033.7486534"
"5","10","10","1670272033.7598667"
"4","10","10","1670272033.8649867"
"4","10","10","1670272033.9539568"
"4","10","10","1670272034.0384653"
"4","10","10","1670272034.0407465"
"4","10","10","1670272034.0970798"
"4","10","10","1670272034.1045697"
"4","10","10","1670272034.1470978"
"4","10","10","1670272034.222432"
"4","10","10","1670272034.267126"
"4","10","10","1670272034.2809484"
"4","10","10","1670272034.3309278"
"4","10","10","1670272034.4021783"
"4","10","10","1670272034.4485202"
"4","10","10","1670272034.4570246"
"4","10","10","1670272034.4961443"
"4","10","10","1670272034.5123484"
"4","10","10","1670272034.5627544"
"4","10","10","1670272034.6333222"
"4","10","10","1670272034.6810176"
"4","10","10","1670272034.7449756"
"4","10","10","1670272034.7886555"
"4","10","10","1670272034.8025777"
"4","10","10","1670272034.8449695"
"4","10","10","1670272034.9210203"
"4","10","10","1670272034.926138"
"4","10","10","1670272034.9587831"
"4","10","10","1670272034.9773896"
"4","10","10","1670272035.022371"
"4","10","10","1670272035.1369827"
"4","10","10","1670272035.1846297"
"4","10","10","1670272035.2284582"
"4","10","10","1670272035.2861412"
"4","10","10","1670272035.3022454"
"4","10","10","1670272035.3611734"
"4","10","10","1670272035.368591"
"4","10","10","1670272035.431178"
"4","10","10","1670272035.4587452"
"4","10","10","1670272035.4799416"
"4","10","10","1670272035.4983733"
